		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
09/11/25	11:00 p	19.0	19.1	18.9	83	16.0	0.4	NE	1.61	2.2	NE	19.0	19.6	19.6	1011.7	0.00	0.0	0.000	0.028	23.7	64	16.5	24.4	11.65	1.1657	1343	1	98.2	60
10/11/25	12:00 a	18.9	19.1	18.9	84	16.2	0.4	NE	1.61	2.7	ENE	18.9	19.5	19.5	1011.2	0.00	0.0	0.000	0.025	23.7	64	16.5	24.3	11.65	1.1655	1333	1	97.4	60
10/11/25	1:00 a	18.9	19.1	18.8	86	16.5	0.4	ENE	1.61	2.2	NE	18.9	19.6	19.6	1010.7	0.00	0.0	0.000	0.025	23.6	65	16.6	24.2	11.85	1.1651	1340	1	98.0	60
10/11/25	2:00 a	18.6	18.8	18.6	87	16.4	0.0	E	0.00	1.8	E	18.6	19.2	19.2	1010.5	0.00	0.0	0.000	0.012	23.4	65	16.4	24.1	11.85	1.1658	1326	1	96.9	60
10/11/25	3:00 a	18.6	18.6	18.4	88	16.5	0.0	ENE	0.00	0.9	E	18.6	19.1	19.1	1010.4	0.00	0.0	0.000	0.009	23.3	65	16.3	23.9	11.85	1.1662	1333	1	97.4	60
10/11/25	4:00 a	18.6	18.6	18.4	88	16.5	0.4	E	1.61	2.7	E	18.6	19.1	19.1	1010.4	0.00	0.0	0.000	0.009	23.2	66	16.5	23.8	12.08	1.1665	1338	1	97.8	60
10/11/25	5:00 a	18.4	18.6	18.3	90	16.8	0.4	ESE	1.61	2.2	ESE	18.4	19.1	19.1	1010.7	0.00	0.0	0.000	0.005	23.1	66	16.4	23.6	12.08	1.1674	1336	1	97.7	60
10/11/25	6:00 a	18.4	18.7	18.3	90	16.8	0.4	E	1.61	2.2	ESE	18.4	19.1	19.1	1011.0	0.00	0.0	0.000	0.005	23.0	66	16.3	23.6	12.08	1.1682	1330	1	97.2	60
10/11/25	7:00 a	18.9	19.6	18.6	86	16.5	0.0	ENE	0.00	0.9	ENE	18.9	19.6	19.6	1011.0	0.00	0.0	0.000	0.025	23.0	66	16.3	23.6	12.08	1.1681	1336	1	97.7	60
10/11/25	8:00 a	19.7	20.4	19.3	82	16.5	0.9	NE	3.22	2.7	ENE	19.7	20.4	20.4	1010.9	0.00	0.0	0.000	0.056	23.1	66	16.4	23.7	12.08	1.1674	1343	1	98.2	60
10/11/25	9:00 a	21.4	22.6	20.4	75	16.8	0.9	NE	3.22	3.6	ENE	21.4	21.8	21.8	1010.9	0.00	0.0	0.000	0.127	23.4	65	16.5	24.1	11.85	1.1660	1333	1	97.4	60
10/11/25	10:00 a	23.3	25.2	21.6	63	15.9	0.9	NE	3.22	4.0	NNW	23.3	23.9	23.9	1010.6	0.00	0.0	0.000	0.208	24.4	62	16.7	24.9	11.23	1.1614	1341	1	98.0	60
10/11/25	11:00 a	24.8	25.8	24.1	65	17.8	0.9	ENE	3.22	4.9	E	24.8	25.5	25.5	1010.2	0.00	0.0	0.000	0.269	25.2	62	17.4	25.8	11.20	1.1569	1327	1	97.0	60
10/11/25	12:00 p	25.4	25.9	24.8	65	18.3	2.2	ENE	8.05	5.8	ENE	25.4	26.2	26.2	1009.5	0.00	0.0	0.000	0.294	25.8	62	17.9	26.4	11.18	1.1532	1331	1	97.3	60
10/11/25	1:00 p	25.2	25.8	24.6	66	18.4	3.1	ENE	11.27	6.7	ESE	25.2	26.1	26.1	1008.7	0.00	0.0	0.000	0.287	26.2	62	18.4	27.0	11.17	1.1499	1341	1	98.0	60
10/11/25	2:00 p	25.8	26.3	25.2	63	18.2	2.7	ENE	9.66	7.2	E	25.8	26.5	26.5	1008.0	0.00	0.0	0.000	0.310	26.7	61	18.5	27.4	10.95	1.1471	1337	1	97.7	60
10/11/25	3:00 p	25.4	26.1	24.8	64	18.1	2.7	ENE	9.66	5.8	ENE	25.4	26.2	26.2	1007.4	0.00	0.0	0.000	0.296	26.8	60	18.4	27.6	10.75	1.1462	1337	1	97.7	60
10/11/25	4:00 p	25.1	25.7	24.2	69	19.0	3.1	ENE	11.27	7.2	E	25.1	26.1	26.1	1007.1	0.00	0.0	0.000	0.282	26.7	60	18.3	27.4	10.75	1.1462	1335	1	97.6	60
10/11/25	5:00 p	22.9	24.4	22.2	75	18.2	3.1	ENE	11.27	8.5	E	22.9	23.8	23.8	1007.8	0.00	0.0	0.000	0.190	26.5	61	18.4	27.3	10.96	1.1477	1335	1	97.6	60
10/11/25	6:00 p	21.1	22.2	20.3	80	17.5	2.2	ENE	8.05	5.8	ENE	21.1	21.7	21.7	1008.4	0.00	0.0	0.000	0.116	25.9	62	18.0	26.6	11.18	1.1513	1342	1	98.1	60
10/11/25	7:00 p	20.2	20.4	19.9	83	17.2	2.2	ENE	8.05	4.9	NE	20.2	21.0	21.0	1009.0	0.00	0.0	0.000	0.076	25.3	63	17.8	26.0	11.40	1.1545	1337	1	97.7	60
10/11/25	8:00 p	19.6	19.9	19.1	84	16.8	1.8	ENE	6.44	4.5	ENE	19.6	20.3	20.3	1009.5	0.00	0.0	0.000	0.053	25.0	64	17.7	25.7	11.61	1.1565	1329	1	97.1	60
10/11/25	9:00 p	18.9	19.1	18.8	84	16.1	1.3	ENE	4.83	4.5	NE	18.9	19.4	19.4	1009.9	0.00	0.0	0.000	0.023	24.7	64	17.5	25.4	11.62	1.1584	1337	1	97.7	60
10/11/25	10:00 p	18.7	18.9	18.7	84	16.0	0.4	NE	1.61	4.0	ENE	18.7	19.2	19.2	1010.0	0.00	0.0	0.000	0.016	24.5	64	17.2	25.1	11.63	1.1597	1334	1	97.5	60
10/11/25	11:00 p	18.7	18.8	18.6	84	16.0	0.4	NE	1.61	2.2	N	18.7	19.2	19.2	1009.7	0.00	0.0	0.000	0.016	24.3	64	17.1	24.9	11.63	1.1602	1333	1	97.4	60
11/11/25	12:00 a	18.5	18.8	18.3	85	15.9	0.4	ENE	1.61	2.7	ENE	18.5	19.0	19.0	1009.2	0.00	0.0	0.000	0.007	24.2	64	17.0	24.8	11.64	1.1602	1327	1	97.0	60
11/11/25	1:00 a	18.2	18.3	18.1	84	15.5	0.9	ENE	3.22	3.1	E	18.2	18.6	18.6	1008.4	0.00	0.0	0.005	0.000	24.1	64	16.8	24.7	11.64	1.1602	1334	1	97.5	60
11/11/25	2:00 a	17.9	18.1	17.7	87	15.7	0.9	NE	3.22	3.6	NE	17.9	18.3	18.3	1007.9	0.00	0.0	0.016	0.000	23.8	64	16.6	24.5	11.65	1.1608	1337	1	97.7	60
11/11/25	3:00 a	17.6	17.7	17.5	88	15.6	0.4	ENE	1.61	3.6	ENE	17.6	18.0	18.0	1007.8	0.00	0.0	0.030	0.000	23.7	64	16.5	24.3	11.65	1.1615	1333	1	97.4	60
11/11/25	4:00 a	18.0	18.2	17.7	83	15.1	0.9	NE	3.22	4.5	NNE	18.0	18.3	18.3	1007.6	0.00	0.0	0.014	0.000	23.5	64	16.3	24.1	11.65	1.1622	1336	1	97.7	60
11/11/25	5:00 a	18.2	18.3	18.1	85	15.6	1.3	ENE	4.83	4.0	ENE	18.2	18.6	18.6	1007.9	0.00	0.0	0.007	0.000	23.3	64	16.1	23.9	11.65	1.1636	1333	1	97.4	60
11/11/25	6:00 a	18.4	18.7	18.2	85	15.8	1.3	ENE	4.83	4.5	NE	18.4	18.8	18.8	1008.2	0.00	0.0	0.000	0.002	23.2	64	16.0	23.8	11.65	1.1643	1331	1	97.3	60
11/11/25	7:00 a	19.4	20.2	18.7	79	15.7	1.8	ENE	6.44	5.4	E	19.4	20.0	20.0	1008.4	0.00	0.0	0.000	0.046	23.4	64	16.2	24.0	11.65	1.1637	1339	1	97.9	60
11/11/25	8:00 a	21.6	22.5	20.2	74	16.7	1.8	ENE	6.44	4.9	ENE	21.6	21.9	21.9	1008.7	0.00	0.0	0.000	0.134	23.8	63	16.4	24.4	11.45	1.1620	1334	1	97.5	60
11/11/25	9:00 a	22.5	23.5	21.7	68	16.3	0.9	ENE	3.22	3.6	ENE	22.5	22.9	22.9	1008.4	0.00	0.0	0.000	0.174	24.3	62	16.6	24.8	11.23	1.1594	1336	1	97.7	60
11/11/25	10:00 a	23.5	23.7	23.3	68	17.3	0.4	E	1.61	2.7	SSE	23.5	24.3	24.3	1007.9	0.00	0.0	0.000	0.215	24.7	62	16.9	25.2	11.22	1.1571	1331	1	97.3	60
11/11/25	11:00 a	24.6	26.3	23.4	62	16.8	0.9	SSE	3.22	4.0	ENE	24.6	25.1	25.1	1007.0	0.00	0.0	0.000	0.259	25.1	62	17.3	25.6	11.21	1.1540	1348	1	98.5	60
11/11/25	12:00 p	27.2	28.1	26.3	56	17.7	1.8	ENE	6.44	6.3	ENE	27.2	27.8	27.8	1006.2	0.00	0.0	0.000	0.370	25.9	61	17.8	26.5	10.98	1.1491	1333	1	97.4	60
11/11/25	1:00 p	27.9	28.8	27.4	55	18.1	1.8	ENE	6.44	4.0	ENE	27.9	28.8	28.8	1005.5	0.00	0.0	0.000	0.400	26.6	60	18.2	27.3	10.76	1.1452	1337	1	97.7	60
11/11/25	2:00 p	26.8	27.9	26.3	58	17.9	1.8	ENE	6.44	4.5	ESE	26.8	27.5	27.5	1004.7	0.00	0.0	0.000	0.354	26.6	61	18.5	27.4	10.95	1.1436	1336	1	97.7	60
11/11/25	3:00 p	26.6	26.8	26.3	59	17.9	1.8	ENE	6.44	4.5	ENE	26.6	27.3	27.3	1004.3	0.00	0.0	0.000	0.345	26.3	61	18.2	27.1	10.96	1.1446	1332	1	97.4	60
11/11/25	4:00 p	26.9	27.1	26.6	58	17.9	1.8	ENE	6.44	4.0	ENE	26.9	27.6	27.6	1004.3	0.00	0.0	0.000	0.356	26.3	60	17.9	27.0	10.77	1.1449	1334	1	97.5	60
11/11/25	5:00 p	26.8	27.6	26.1	59	18.1	0.9	NE	3.22	3.1	ENE	26.8	27.6	27.6	1004.0	0.00	0.0	0.000	0.354	26.4	59	17.8	27.1	10.57	1.1444	1342	1	98.1	60
11/11/25	6:00 p	25.6	26.2	24.8	63	18.0	0.9	NE	3.22	3.6	E	25.6	26.2	26.2	1004.7	0.00	0.0	0.000	0.301	26.2	59	17.5	26.7	10.59	1.1467	1337	1	97.7	60
11/11/25	7:00 p	23.9	24.9	23.1	69	17.9	0.4	NE	1.61	1.8	NE	23.9	24.8	24.8	1005.4	0.00	0.0	0.000	0.231	25.8	61	17.7	26.4	10.98	1.1488	1337	1	97.7	60
11/11/25	8:00 p	22.4	23.1	21.9	75	17.8	0.4	NE	1.61	2.2	NNW	22.4	23.1	23.1	1005.8	0.00	0.0	0.000	0.171	25.4	62	17.6	26.0	11.20	1.1509	1330	1	97.2	60
11/11/25	9:00 p	21.7	21.9	21.6	74	16.9	0.4	NE	1.61	1.8	NE	21.7	22.1	22.1	1005.9	0.00	0.0	0.000	0.141	25.2	62	17.4	25.7	11.20	1.1522	1321	1	96.6	60
11/11/25	10:00 p	21.2	21.7	20.9	78	17.2	0.4	ENE	1.61	2.7	NE	21.2	21.7	21.7	1006.5	0.00	0.0	0.000	0.118	24.9	63	17.4	25.6	11.41	1.1537	1330	1	97.2	60
11/11/25	11:00 p	20.7	21.2	20.2	83	17.7	0.4	SW	1.61	2.2	WSW	20.7	21.6	21.6	1006.1	0.00	0.0	0.000	0.100	24.8	63	17.3	25.4	11.42	1.1541	1340	1	98.0	60
12/11/25	12:00 a	19.7	20.2	19.2	87	17.5	0.4	SSW	1.61	2.2	SSW	19.7	20.6	20.6	1005.9	0.00	0.0	0.000	0.058	24.6	64	17.3	25.2	11.63	1.1546	1336	1	97.7	60
12/11/25	1:00 a	19.2	19.6	18.5	88	17.1	0.0	SSE	0.00	0.9	SE	19.2	19.9	19.9	1005.6	0.00	0.0	0.000	0.035	24.3	64	17.1	24.9	11.63	1.1554	1330	1	97.2	60
12/11/25	2:00 a	18.4	18.6	18.3	89	16.6	0.0	NE	0.00	0.9	NE	18.4	19.0	19.0	1005.5	0.00	0.0	0.000	0.005	24.2	65	17.2	24.9	11.84	1.1559	1339	1	97.9	60
12/11/25	3:00 a	17.8	18.3	17.5	91	16.3	0.0	---	0.00	0.0	---	17.8	18.3	18.3	1005.8	0.00	0.0	0.021	0.000	23.9	65	17.0	24.7	11.85	1.1574	1337	1	97.7	60
12/11/25	4:00 a	17.4	17.7	17.2	91	15.9	0.0	WNW	0.00	0.9	WNW	17.4	17.8	17.8	1006.1	0.00	0.0	0.039	0.000	23.7	65	16.7	24.4	11.85	1.1588	1338	1	97.8	60
12/11/25	5:00 a	17.0	17.3	16.8	93	15.9	0.0	NNE	0.00	0.9	NNE	17.0	17.4	17.4	1006.6	0.00	0.0	0.056	0.000	23.6	65	16.6	24.2	11.85	1.1603	1331	1	97.3	60
12/11/25	6:00 a	17.4	18.5	16.9	89	15.6	0.0	NNW	0.00	0.9	N	17.4	17.8	17.8	1007.0	0.00	0.0	0.039	0.000	23.4	65	16.5	24.1	11.85	1.1614	1331	1	97.3	60
12/11/25	7:00 a	20.1	22.1	18.5	78	16.2	0.4	WNW	1.61	1.8	WNW	20.1	20.8	20.8	1007.7	0.00	0.0	0.000	0.074	23.6	65	16.6	24.3	11.85	1.1613	1333	1	97.4	60
12/11/25	8:00 a	23.3	24.3	22.1	68	17.0	0.9	SSW	3.22	3.1	SSW	23.3	24.1	24.1	1007.6	0.00	0.0	0.000	0.206	24.1	64	16.9	24.8	11.64	1.1589	1339	1	97.9	60
12/11/25	9:00 a	25.8	26.8	24.3	60	17.4	0.9	S	3.22	3.1	SSE	25.8	26.3	26.3	1007.3	0.00	0.0	0.000	0.310	25.0	63	17.5	25.6	11.41	1.1542	1338	1	97.8	60
30/10/25	12:51 p	22.1	22.1	22.1	74	17.2	1.8	SE	0.11	3.1	S	22.1	22.6	22.6	1013.2	0.00	0.0	0.000	0.003	---	54	---	---	---	---	11	1	47.8	1
30/10/25	12:52 p	22.0	22.1	22.0	74	17.2	2.2	SE	0.13	5.8	SSE	22.0	22.5	22.5	1013.2	0.00	0.0	0.000	0.003	29.2	55	19.3	30.8	9.85	1.1422	23	1	100.0	1
30/10/25	12:53 p	22.0	22.0	21.9	74	17.2	2.2	ESE	0.13	3.1	SE	22.0	22.5	22.5	1013.2	0.00	0.0	0.000	0.003	29.2	56	19.5	30.8	10.05	1.1421	22	1	95.7	1
30/10/25	12:54 p	21.9	22.0	21.9	75	17.3	2.2	SE	0.13	3.6	SSE	21.9	22.4	22.4	1013.2	0.00	0.0	0.000	0.003	29.1	56	19.4	30.8	10.05	1.1423	22	1	95.7	1
30/10/25	12:55 p	21.9	21.9	21.9	75	17.3	3.6	SSE	0.21	4.5	SSE	21.7	22.4	22.2	1013.2	0.00	0.0	0.000	0.003	29.2	56	19.5	30.8	10.05	1.1421	24	1	100.0	1
30/10/25	12:56 p	21.9	21.9	21.9	75	17.3	2.7	SSE	0.16	4.0	SSE	21.9	22.4	22.4	1013.1	0.00	0.0	0.000	0.002	29.1	55	19.1	30.6	9.85	1.1428	21	1	91.3	1
30/10/25	12:57 p	21.8	21.9	21.8	76	17.4	3.1	S	0.19	4.9	S	21.8	22.4	22.4	1013.1	0.00	0.0	0.000	0.002	28.9	53	18.3	30.2	9.57	1.1448	22	1	95.7	1
30/10/25	12:58 p	21.8	21.8	21.8	76	17.4	2.7	SSE	0.16	4.0	SE	21.8	22.4	22.4	1013.2	0.00	0.0	0.000	0.002	28.7	53	18.1	29.8	9.58	1.1461	22	1	95.7	1
30/10/25	12:59 p	21.8	21.8	21.7	76	17.4	1.8	SSE	0.11	4.5	SE	21.8	22.3	22.3	1013.0	0.00	0.0	0.000	0.002	28.4	54	18.2	29.5	9.75	1.1466	21	1	91.3	1
30/10/25	1:00 p	21.7	21.8	21.7	77	17.5	1.8	E	0.11	4.9	SE	21.7	22.3	22.3	1013.1	0.00	0.0	0.000	0.002	28.2	54	18.0	29.1	9.75	1.1481	23	1	100.0	1
30/10/25	2:00 p	21.5	21.7	21.3	76	17.1	1.3	SSE	4.83	4.5	SSE	21.5	21.9	21.9	1012.7	0.00	0.0	0.000	0.132	24.1	65	17.1	24.8	11.84	1.1646	779	1	56.9	60
30/10/25	3:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1012.4	0.00	0.0	---	---	24.3	65	17.3	25.0	11.83	1.1630	0	1	0.0	60
30/10/25	4:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1012.4	0.00	0.0	---	---	23.8	66	17.1	24.6	12.05	1.1653	0	1	0.0	60
30/10/25	5:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1012.8	0.00	0.0	---	---	24.7	66	17.9	25.4	12.02	1.1614	0	1	0.0	60
30/10/25	6:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1013.8	0.00	0.0	---	---	23.7	68	17.5	24.6	12.55	1.1669	0	1	0.0	60
30/10/25	7:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1014.8	0.00	0.0	---	---	23.2	69	17.2	23.9	12.78	1.1707	0	1	0.0	60
30/10/25	8:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1015.2	0.00	0.0	---	---	22.8	68	16.6	23.3	12.55	1.1736	0	1	0.0	60
30/10/25	9:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1015.7	0.00	0.0	---	---	22.5	68	16.3	22.9	12.55	1.1756	0	1	0.0	60
30/10/25	10:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1015.0	0.00	0.0	---	---	22.3	69	16.3	22.7	12.81	1.1756	0	1	0.0	60
30/10/25	11:00 p	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1014.7	0.00	0.0	---	---	22.2	69	16.2	22.5	12.81	1.1759	0	1	0.0	60
31/10/25	12:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1014.2	0.00	0.0	---	---	22.0	69	16.0	22.3	12.82	1.1762	0	1	0.0	60
31/10/25	1:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1013.3	0.00	0.0	---	---	21.8	68	15.7	22.0	12.55	1.1763	0	1	0.0	60
31/10/25	2:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1012.6	0.00	0.0	---	---	21.7	67	15.3	21.7	12.33	1.1767	0	1	0.0	60
31/10/25	3:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1012.1	0.00	0.0	---	---	21.4	67	15.0	21.4	12.34	1.1776	0	1	0.0	60
31/10/25	4:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.6	0.00	0.0	---	---	21.2	68	15.1	21.2	12.55	1.1775	0	1	0.0	60
31/10/25	5:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.8	0.00	0.0	---	---	21.1	68	15.0	21.1	12.55	1.1783	0	1	0.0	60
31/10/25	6:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1012.1	0.00	0.0	---	---	21.0	67	14.6	20.9	12.35	1.1796	0	1	0.0	60
31/10/25	7:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1012.1	0.00	0.0	---	---	20.9	67	14.6	20.9	12.36	1.1798	0	1	0.0	60
31/10/25	8:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.9	0.00	0.0	---	---	20.9	66	14.4	20.8	12.15	1.1799	0	1	0.0	60
31/10/25	9:00 a	---	---	---	---	---	0.0	---	0.00	0.0	---	---	---	---	1011.5	0.00	0.0	---	---	21.1	62	13.5	20.8	11.35	1.1798	0	1	0.0	60
31/10/25	1:00 p	23.8	25.1	23.4	67	17.3	3.1	ENE	11.27	6.7	ENE	23.8	24.6	24.6	1007.6	0.00	0.0	0.000	0.229	26.2	60	17.8	26.8	10.78	1.1494	1318	1	96.3	60
31/10/25	2:00 p	25.7	26.1	25.1	65	18.6	3.1	ENE	11.27	8.0	ENE	25.7	26.5	26.5	1006.4	0.00	0.0	0.000	0.306	26.0	61	17.9	26.7	10.97	1.1487	1335	1	97.6	60
31/10/25	3:00 p	25.8	26.1	25.4	66	18.9	3.1	ENE	11.27	7.2	ENE	25.8	26.7	26.7	1005.7	0.00	0.0	0.000	0.310	25.9	62	18.1	26.7	11.18	1.1478	1338	1	97.8	60
31/10/25	4:00 p	24.4	25.5	23.7	72	19.0	3.1	ENE	11.27	8.5	NE	24.4	25.5	25.5	1005.4	0.00	0.0	0.000	0.252	25.4	65	18.4	26.2	11.79	1.1489	1341	1	98.0	60
31/10/25	5:00 p	24.1	24.2	23.6	74	19.1	3.1	ENE	11.27	9.8	E	24.1	25.2	25.2	1004.8	0.00	0.0	0.000	0.238	24.9	66	18.2	25.7	12.01	1.1506	1336	1	97.7	60
31/10/25	6:00 p	22.8	23.6	22.3	79	18.9	1.8	ENE	6.44	7.2	E	22.8	23.7	23.7	1005.0	0.00	0.0	0.000	0.185	24.4	68	18.2	25.3	12.51	1.1528	1335	1	97.6	60
31/10/25	7:00 p	22.2	22.3	22.2	78	18.2	1.8	NE	6.44	4.9	NE	22.2	22.9	22.9	1004.8	0.00	0.0	0.000	0.162	23.9	69	17.9	24.8	12.75	1.1551	1331	1	97.3	60
31/10/25	8:00 p	22.1	22.3	21.7	79	18.2	0.9	NE	3.22	3.6	E	22.1	22.8	22.8	1005.5	0.00	0.0	0.000	0.155	23.7	69	17.6	24.6	12.76	1.1571	1336	1	97.7	60
31/10/25	9:00 p	21.4	21.7	21.2	81	18.0	0.4	NE	1.61	2.2	NNW	21.4	22.2	22.2	1005.6	0.00	0.0	0.000	0.130	23.6	69	17.5	24.4	12.76	1.1578	1337	1	97.7	60
31/10/25	10:00 p	21.1	21.4	20.8	83	18.1	0.0	NNW	0.00	2.2	NNW	21.1	21.8	21.8	1005.6	0.00	0.0	0.000	0.116	23.4	69	17.4	24.3	12.77	1.1584	1350	1	98.7	60
31/10/25	11:00 p	20.7	20.8	20.5	85	18.1	0.0	WNW	0.00	0.9	NNW	20.7	21.6	21.6	1004.9	0.00	0.0	0.000	0.097	23.3	69	17.3	24.1	12.77	1.1585	1339	1	97.9	60
01/11/25	12:00 a	20.1	20.6	19.4	87	17.8	0.0	SW	0.00	0.9	SW	20.1	20.9	20.9	1004.4	0.00	0.0	0.000	0.072	23.2	69	17.2	23.9	12.78	1.1585	1334	1	97.5	60
01/11/25	1:00 a	19.1	19.5	18.7	89	17.3	0.0	E	0.00	0.9	E	19.1	19.8	19.8	1004.1	0.00	0.0	0.000	0.032	23.0	70	17.2	23.7	13.01	1.1586	1338	1	97.8	60
01/11/25	2:00 a	18.2	18.7	17.9	91	16.7	0.0	S	0.00	1.8	SSW	18.2	18.7	18.7	1004.3	0.00	0.0	0.007	0.000	22.8	70	17.1	23.5	13.03	1.1597	1334	1	97.5	60
01/11/25	3:00 a	17.6	17.9	17.4	94	16.6	0.0	NE	0.00	0.9	ENE	17.6	18.1	18.1	1003.8	0.00	0.0	0.032	0.000	22.6	70	16.9	23.2	13.04	1.1604	1335	1	97.6	60
01/11/25	4:00 a	17.5	17.8	17.3	93	16.4	0.0	NW	0.00	1.8	N	17.5	17.9	17.9	1003.8	0.00	0.0	0.035	0.000	22.4	70	16.7	22.9	13.05	1.1612	1342	1	98.1	60
01/11/25	5:00 a	17.2	17.3	17.1	92	15.9	0.0	NE	0.00	1.8	NNW	17.2	17.6	17.6	1003.9	0.00	0.0	0.049	0.000	22.3	70	16.6	22.8	13.06	1.1619	1336	1	97.7	60
01/11/25	6:00 a	17.5	18.9	17.1	91	16.0	0.9	SSW	3.22	5.8	SSW	17.5	17.9	17.9	1005.4	0.00	0.0	0.035	0.000	22.3	69	16.4	22.7	12.81	1.1641	1334	1	97.5	60
01/11/25	7:00 a	21.8	24.3	18.9	72	16.5	0.4	NE	1.61	2.7	SSE	21.8	22.1	22.1	1004.6	0.00	0.0	0.000	0.144	22.7	69	16.7	23.3	12.79	1.1611	1339	1	97.9	60
01/11/25	8:00 a	26.4	27.5	24.3	56	17.0	0.9	NNW	3.22	4.9	N	26.4	26.9	26.9	1003.9	0.00	0.0	0.000	0.338	23.6	68	17.3	24.4	12.55	1.1561	1333	1	97.4	60
01/11/25	9:00 a	29.3	30.8	27.5	50	17.8	0.9	NW	3.22	5.4	WNW	29.3	30.3	30.3	1003.9	0.00	0.0	0.000	0.456	24.4	65	17.4	25.1	11.83	1.1525	1338	1	97.8	60
01/11/25	10:00 a	31.1	32.4	30.4	50	19.5	0.9	ENE	3.22	3.6	NNW	31.1	33.0	33.0	1003.4	0.00	0.0	0.000	0.532	25.4	63	17.8	26.1	11.40	1.1477	1337	1	97.7	60
01/11/25	11:00 a	33.3	34.1	32.4	42	18.6	0.4	ENE	1.61	2.7	E	33.3	35.2	35.2	1002.5	0.00	0.0	0.000	0.623	26.4	62	18.5	27.2	11.16	1.1417	1339	1	97.9	60
01/11/25	12:00 p	34.3	34.8	33.6	45	20.6	0.9	E	3.22	4.5	SSE	34.3	37.9	37.9	1001.7	0.00	0.0	0.000	0.664	27.6	61	19.4	28.8	10.95	1.1351	1338	1	97.8	60
01/11/25	1:00 p	34.7	35.0	34.3	46	21.4	2.2	ENE	8.05	5.8	E	34.7	39.1	39.1	1000.9	0.00	0.0	0.000	0.683	28.3	60	19.8	29.8	10.75	1.1308	1333	1	97.4	60
01/11/25	2:00 p	34.2	34.8	33.8	51	22.6	2.2	ENE	8.05	5.8	E	34.2	39.4	39.4	1000.4	0.00	0.0	0.000	0.660	28.7	60	20.2	30.6	10.75	1.1278	1337	1	97.7	60
01/11/25	3:00 p	33.6	34.3	33.1	47	20.7	1.8	ENE	6.44	4.5	ENE	33.6	37.1	37.1	999.1	0.00	0.0	0.000	0.637	29.3	61	21.0	31.8	10.95	1.1229	1333	1	97.4	60
01/11/25	4:00 p	32.3	33.4	31.2	54	21.8	2.2	ENE	8.05	4.9	ENE	32.3	36.2	36.2	999.7	0.00	0.0	0.000	0.581	29.2	60	20.6	31.4	10.75	1.1247	1337	1	97.7	60
01/11/25	5:00 p	28.7	31.2	24.2	76	24.0	3.1	ENE	11.27	12.1	SE	28.7	33.3	33.3	1002.0	0.00	0.0	0.000	0.431	28.6	61	20.3	30.4	10.95	1.1301	1335	1	97.6	60
01/11/25	6:00 p	24.0	24.3	23.8	77	19.7	0.9	SSE	3.22	5.4	SE	24.0	25.3	25.3	1003.2	0.00	0.0	0.000	0.236	27.6	64	20.1	29.1	11.52	1.1356	1327	1	97.0	60
01/11/25	7:00 p	23.6	23.8	22.9	79	19.7	1.3	SSE	4.83	4.5	SE	23.6	24.8	24.8	1004.7	0.20	0.0	0.000	0.218	27.1	64	19.7	28.3	11.53	1.1397	1326	1	96.9	60
01/11/25	8:00 p	20.9	22.9	19.5	92	19.5	2.7	SSE	9.66	8.9	SW	20.9	22.1	22.1	1007.4	15.20	230.4	0.000	0.106	26.6	66	19.7	27.8	11.95	1.1447	1320	1	96.5	60
01/11/25	9:00 p	19.4	19.6	19.3	92	18.1	0.4	SSE	1.61	3.6	SSE	19.4	20.3	20.3	1006.9	1.80	31.6	0.000	0.046	26.1	66	19.3	27.1	11.97	1.1468	1336	1	97.7	60
01/11/25	10:00 p	19.3	19.5	19.2	90	17.6	0.0	WSW	0.00	1.8	WSW	19.3	20.1	20.1	1006.8	0.00	0.0	0.000	0.039	25.8	66	18.9	26.7	11.98	1.1485	1343	1	98.2	60
